City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,nome,64.5011,-165.4064,-7.13,93,100,8.23,US,1674858794
366,bejar,40.3864,-5.7634,-1.47,91,33,5.67,ES,1674858794
367,camalu,30.85,-116.0667,16.74,31,63,3.58,MX,1674858795
368,kungalv,57.871,11.9805,2.88,93,42,5.31,SE,1674858796
369,chuy,-33.6971,-53.4616,23.83,91,91,3.14,UY,1674858796
370,lebu,-37.6167,-73.65,15.31,73,4,8.78,CL,1674858797
371,brae,60.3964,-1.353,6.79,65,85,10.37,GB,1674858798
372,swan river,52.1058,-101.2676,-19.06,71,92,1.03,CA,1674858798
373,wanning,18.8003,110.3967,15.2,75,100,6.93,CN,1674858799
374,semey,50.4111,80.2275,-16.11,82,11,3.97,KZ,1674858800
375,panjab,34.388,67.0233,-14.22,63,100,1.77,AF,1674858801
376,narsaq,60.9167,-46.05,3.12,98,100,4.33,GL,1674858802
377,pangai,-19.8,-174.35,29.06,70,75,1.54,TO,1674858803
378,riyadh,24.6877,46.7219,9.08,53,0,2.26,SA,1674858764
379,linfen,36.0889,111.5189,-5.63,30,0,2.32,CN,1674858804
380,san patricio,28.017,-97.5169,15.93,69,100,4.51,US,1674858804
381,aljezur,37.3191,-8.8033,7.34,73,2,4.12,PT,1674858805
382,bambous virieux,-20.3428,57.7575,25.68,94,75,0.51,MU,1674858805
383,lavrentiya,65.5833,-171.0,-11.97,94,93,3.99,RU,1674858807
384,sur,22.5667,59.5289,19.01,71,23,3.26,OM,1674858808
385,pyrzyce,53.1462,14.8926,1.0,91,7,2.38,PL,1674858809
386,binzhou,37.3667,118.0167,-7.29,35,0,3.65,CN,1674858810
387,joshimath,30.5667,79.5667,2.67,29,0,5.32,IN,1674858810
388,camacha,33.0833,-16.3333,13.68,67,40,6.69,PT,1674858811
389,port blair,11.6667,92.75,27.02,74,20,1.03,IN,1674858812
390,tateyama,34.9833,139.8667,4.23,50,29,8.23,JP,1674858813
391,inta,66.0317,60.1659,-7.8,93,100,8.07,RU,1674858813
392,san policarpo,12.1791,125.5072,25.6,85,100,2.65,PH,1674858814
393,singaraja,-8.112,115.0882,26.28,84,100,1.83,ID,1674858815
394,novoagansk,61.9449,76.6625,-10.41,96,99,3.91,RU,1674858815
395,rudnogorsk,57.2639,103.7519,-10.56,90,100,4.65,RU,1674858816
396,ornskoldsvik,63.2909,18.7153,-1.47,86,100,2.06,SE,1674858816
397,changying,52.8733,123.3213,-36.49,99,31,2.0,CN,1674858817
398,liverpool,53.4106,-2.9779,4.13,91,75,1.54,GB,1674858536
399,limon,10.0,-83.0333,27.94,69,40,3.6,CR,1674858818
400,ondjiva,-17.0667,15.7333,23.66,62,99,4.38,AO,1674858819
401,svetlogorsk,52.6333,29.7333,-3.19,75,59,1.77,BY,1674858820
402,mangan,27.5167,88.5333,13.16,48,10,2.33,IN,1674858820
403,ternate,0.8,127.4,26.29,82,93,2.07,ID,1674858821
404,caucaia,-3.7361,-38.6531,27.97,77,0,2.57,BR,1674858822
405,beroroha,-21.6667,45.1667,24.01,87,100,5.86,MG,1674858822
406,deputatskiy,69.3,139.9,-34.09,83,6,0.87,RU,1674858823
407,kendari,-3.945,122.4989,24.32,89,97,1.43,ID,1674858585
408,atocha,-20.9333,-66.2333,13.38,50,81,8.22,BO,1674858824
409,chicama,-7.8447,-79.1469,21.3,63,73,3.47,PE,1674858825
410,baykit,61.67,96.37,-11.27,95,100,2.49,RU,1674858826
411,chumikan,54.7183,135.315,-31.01,89,76,7.7,RU,1674858826
412,katherine,-14.4667,132.2667,26.18,89,100,3.09,AU,1674858827
413,rio gallegos,-51.6226,-69.2181,16.03,67,100,4.63,AR,1674858827
414,vao,-22.6667,167.4833,24.81,73,66,4.84,NC,1674858828
415,suez,29.9737,32.5263,18.37,66,88,5.84,EG,1674858829
416,zelenoborskiy,66.845,32.3622,-3.5,90,100,5.71,RU,1674858830
417,arawa,-6.2132,155.5367,29.33,70,29,1.23,PG,1674858830
418,springbok,-29.6643,17.8865,17.96,45,0,2.08,ZA,1674858831
419,juneau,58.3019,-134.4197,4.01,97,100,3.09,US,1674858832
420,vysokogornyy,50.1167,139.15,-31.43,98,97,1.64,RU,1674858832
421,princeton,25.5384,-80.4089,21.12,77,100,5.66,US,1674858702
422,quatre cocos,-20.2078,57.7625,25.61,89,100,2.93,MU,1674858833
423,olinda,-8.0089,-34.8553,27.85,69,20,3.09,BR,1674858474
424,odweyne,9.4092,45.064,18.77,68,5,2.8,SO,1674858834
425,ambon,-3.6954,128.1814,24.57,16,40,2.06,ID,1674858835
426,samarinda,-0.5,117.15,23.17,97,100,1.15,ID,1674858836
427,saint anthony,45.0205,-93.218,-6.03,66,0,7.72,US,1674858837
428,uhlove,44.8215,33.6045,8.9,56,100,4.43,UA,1674858838
429,horsham,51.064,-0.3272,2.92,87,0,2.06,GB,1674858838
430,beyneu,45.3167,55.2,-3.12,52,14,4.16,KZ,1674858839
431,vathi,38.4,23.6,11.51,87,100,1.15,GR,1674858840
432,talnakh,69.4865,88.3972,-14.33,96,100,4.01,RU,1674858840
433,jardim,-21.4803,-56.1381,28.92,49,50,2.25,BR,1674858841
434,sidvokodvo,-26.6282,31.4202,19.24,89,1,1.44,SZ,1674858842
435,birobidzhan,48.8,132.95,-36.2,96,5,1.28,RU,1674858842
436,yanaul,56.2719,54.9309,-8.25,94,100,5.53,RU,1674858843
437,acajutla,13.5928,-89.8275,29.72,56,66,2.15,SV,1674858844
438,abaetetuba,-1.7181,-48.8825,23.43,94,100,1.98,BR,1674858844
439,clyde river,70.4692,-68.5914,-24.87,77,100,16.46,CA,1674858845
440,isla vista,34.4133,-119.861,22.73,46,0,3.09,US,1674858845
441,darhan,49.4867,105.9228,-21.83,90,23,3.03,MN,1674858846
442,guaratuba,-25.8828,-48.5747,26.97,80,21,3.2,BR,1674858847
443,bonfim,3.0833,-59.95,28.61,43,60,5.21,BR,1674858847
444,nicolas bravo,18.45,-88.9167,22.47,95,61,1.58,MX,1674858848
445,swinoujscie,53.9105,14.2471,2.08,75,100,1.03,PL,1674858849
446,umm bab,25.2142,50.8072,15.68,54,0,8.36,QA,1674858849
447,berwick,41.0545,-76.2333,2.23,60,96,0.45,US,1674858850
448,baghdad,33.3406,44.4009,6.95,87,4,2.06,IQ,1674858851
449,najran,17.4924,44.1277,14.36,83,96,2.59,SA,1674858761
450,sri aman,1.2376,111.4621,22.03,100,96,1.54,MY,1674858852
451,colonia,50.9333,6.95,4.42,78,100,2.57,DE,1674858853
452,portland,45.5234,-122.6762,11.33,84,75,1.54,US,1674858290
453,otane,-39.8833,176.6333,18.89,98,100,3.61,NZ,1674858854
454,bolkhov,53.4433,36.0044,-6.23,97,100,1.22,RU,1674858855
455,xining,36.6167,101.7667,-10.45,43,8,1.07,CN,1674858856
456,parkes,-33.1333,148.1833,30.2,37,0,2.24,AU,1674858856
457,koulikoro,14.0,-7.75,23.01,17,87,4.23,ML,1674858857
458,sanary-sur-mer,43.1178,5.8001,8.27,75,95,0.89,FR,1674858858
459,sembakung,3.8167,117.25,22.73,99,98,0.67,ID,1674858859
460,eau claire,44.8114,-91.4985,-3.79,68,40,5.66,US,1674858499
461,keflavik,64.0049,-22.5624,3.24,75,75,9.77,IS,1674858860
462,pokhara,28.2333,83.9833,14.06,12,0,3.22,NP,1674858861
463,vanimo,-2.6741,141.3028,26.51,83,97,2.39,PG,1674858861
464,kainantu,-6.2887,145.8655,19.38,81,100,1.28,PG,1674858862
465,uray,60.1247,64.7758,-6.52,97,100,2.21,RU,1674858863
466,marzuq,14.4,46.4667,15.82,81,32,2.68,YE,1674858863
467,axim,4.8699,-2.2405,26.6,86,83,3.68,GH,1674858864
468,zhigansk,66.7697,123.3711,-43.74,97,88,4.35,RU,1674858865
469,miraflores,19.2167,-98.8083,21.36,23,1,3.49,MX,1674858865
470,joensuu,62.6012,29.7632,-7.73,93,0,3.6,FI,1674858866
471,salmas,38.1973,44.7653,-2.49,65,31,0.63,IR,1674858867
472,kyzyl-suu,42.3414,78.0056,-8.77,55,30,3.95,KG,1674858867
473,dustlik,40.5247,68.0358,-7.44,94,29,1.66,UZ,1674858868
474,benguela,-12.5763,13.4055,25.95,80,42,0.99,AO,1674858869
475,morgan city,29.6994,-91.2068,16.11,38,0,3.09,US,1674858870
476,gujar khan,33.2558,73.3026,8.68,43,88,2.22,PK,1674858870
477,iroquois falls,48.7669,-80.6831,-5.2,88,100,7.03,CA,1674858871
478,wajid,3.8093,43.2471,22.29,62,6,6.97,SO,1674858872
479,palmas,-10.2128,-48.3603,26.93,74,20,1.54,BR,1674858762
480,kaifeng,34.7911,114.3483,-2.3,23,0,5.74,CN,1674858873
481,urumqi,43.801,87.6005,-20.47,78,9,1.0,CN,1674858874
482,jardim de piranhas,-6.3786,-37.3519,29.92,48,87,3.76,BR,1674858874
483,zyryanka,65.75,150.85,-30.68,99,100,0.95,RU,1674858875
484,kloulklubed,7.0419,134.2556,23.28,83,98,4.77,PW,1674858876
485,along,28.1667,94.7667,14.4,63,53,0.32,IN,1674858876
486,yulara,-25.2406,130.9889,25.05,71,100,2.95,AU,1674858877
487,fuyu,45.1833,124.8167,-21.53,88,32,2.32,CN,1674858877
488,phan thiet,10.9333,108.1,22.24,74,97,4.8,VN,1674858878
489,nakusp,50.2499,-117.8023,3.6,100,98,0.51,CA,1674858879
490,bahia honda,22.9036,-83.1592,21.58,85,100,5.67,CU,1674858879
491,mbour,14.422,-16.9638,25.47,40,10,7.07,SN,1674858880
492,rovaniemi,66.5,25.7167,-1.33,100,100,8.75,FI,1674858881
493,varadero,23.1536,-81.2514,22.42,78,49,6.87,CU,1674858882
494,nishihara,26.1842,127.7558,11.6,67,40,11.83,JP,1674858883
495,lima,-12.0432,-77.0282,23.14,73,0,5.66,PE,1674858561
496,samarai,-10.6167,150.6667,28.57,75,64,5.42,PG,1674858884
497,san matias,-16.3667,-58.4,24.73,92,100,2.33,BO,1674858884
498,tuy hoa,13.0833,109.3,21.56,85,99,9.15,VN,1674858885
499,uspenka,48.3903,39.1619,-3.48,75,6,3.07,UA,1674858886
500,hlobyne,49.3878,33.2596,-2.69,64,44,3.34,UA,1674858886
501,makkaveyevo,51.7533,113.9454,-20.07,99,100,0.26,RU,1674858887
502,mabaruma,8.2,-59.7833,20.43,78,35,1.2,GY,1674858887
503,buala,-8.145,159.5921,28.49,75,85,2.66,SB,1674858888
504,stantsionno-oyashinskiy,55.4664,83.8245,-8.2,94,100,7.05,RU,1674858889
505,sioux lookout,50.1001,-91.917,-15.96,78,100,7.72,CA,1674858889
506,los alamos,35.8881,-106.307,3.71,37,0,2.06,US,1674858890
507,vostok,46.4856,135.8833,-33.3,99,82,1.76,RU,1674858891
508,roncesvalles,4.0108,-75.6049,12.71,93,98,0.42,CO,1674858892
509,salo,45.6086,10.531,2.15,80,100,0.62,IT,1674858892
510,lapeer,43.0514,-83.3188,-2.25,86,100,6.17,US,1674858837
511,ituporanga,-27.4144,-49.6025,22.01,79,0,1.75,BR,1674858894
512,seoul,37.5683,126.9778,-9.31,57,0,1.54,KR,1674858373
513,fortuna,40.5982,-124.1573,11.63,87,100,4.12,US,1674858895
514,mackenzie,55.2999,-123.1698,-1.88,100,100,6.17,CA,1674858622
515,porto santo,33.072,-16.3415,15.21,67,40,6.69,PT,1674858896
516,bocas del toro,9.3333,-82.25,26.16,73,96,4.31,PA,1674858896
517,kajaani,64.2273,27.7285,-3.97,93,20,4.63,FI,1674858897
518,maroua,10.591,14.3159,27.03,13,100,2.79,CM,1674858898
519,sihora,23.4833,80.1167,13.63,65,0,1.47,IN,1674858898
520,zhangjiakou,40.81,114.8794,-12.41,54,0,2.77,CN,1674858899
521,pingliang,35.5392,106.6861,-8.32,35,18,0.62,CN,1674858900
522,verkhnetulomskiy,68.6073,31.7962,-3.93,91,100,3.29,RU,1674858900
523,kindu,-2.95,25.95,20.49,97,100,1.43,CD,1674858901
524,oranjemund,-28.55,16.4333,17.57,95,21,3.62,NA,1674858902
525,martapura,-3.4167,114.85,23.05,100,100,1.03,ID,1674858903
526,muscatine,41.4667,-91.1335,0.69,71,100,7.72,US,1674858904
527,bay roberts,47.5999,-53.2648,1.95,86,68,5.36,CA,1674858905
528,kaohsiung,22.6163,120.3133,11.13,61,75,3.09,TW,1674858749
529,hirara,24.8,125.2833,10.92,81,75,11.83,JP,1674858906
530,kruisfontein,-34.0033,24.7314,22.71,94,11,2.75,ZA,1674858906
531,gogrial,8.5332,28.1004,26.09,19,37,2.27,SS,1674858907
532,manadhoo,5.7667,73.3833,26.82,70,2,5.54,MV,1674858908
533,morros,-9.4467,-46.3003,24.49,70,96,1.45,BR,1674858908
534,pozo colorado,-23.4923,-58.7972,31.63,44,29,1.36,PY,1674858909
535,shelburne,44.0787,-80.2041,-3.94,89,100,8.52,CA,1674858910
536,dawson creek,55.7666,-120.2362,-11.2,73,100,5.66,CA,1674858910
537,khani,41.9563,42.9566,2.76,39,26,3.35,GE,1674858911
538,mackay,-21.15,149.2,27.05,78,74,1.94,AU,1674858912
539,nantucket,41.2835,-70.0995,3.08,69,0,2.06,US,1674858854
540,vadso,70.0744,29.7487,-0.91,93,75,6.17,NO,1674858913
541,storm lake,42.6411,-95.2097,-4.42,80,0,4.12,US,1674858913
542,carballo,43.213,-8.691,8.26,79,78,3.84,ES,1674858914
543,natal,-5.795,-35.2094,27.36,78,20,5.14,BR,1674858252
544,blonie,52.1985,20.6171,1.65,95,98,2.63,PL,1674858915
545,agadez,19.75,10.25,18.94,13,100,0.85,NE,1674858916
546,lipetsk,52.6031,39.5708,-8.13,97,100,0.77,RU,1674858917
547,qinhuangdao,39.9317,119.5883,-8.04,44,9,3.3,CN,1674858918
548,camocim,-2.9022,-40.8411,25.55,82,52,5.32,BR,1674858918
549,bria,6.5423,21.9863,23.55,20,77,1.51,CF,1674858919
550,wladyslawowo,54.7909,18.4009,2.74,69,95,3.57,PL,1674858920
551,portlethen,57.0547,-2.1307,6.63,93,98,1.03,GB,1674858920
552,biak,-0.9131,122.8766,25.16,83,100,0.75,ID,1674858921
553,hualmay,-11.0964,-77.6139,22.92,79,92,4.15,PE,1674858922
554,maroantsetra,-15.4333,49.7333,24.18,88,57,1.79,MG,1674858923
555,lokosovo,61.1333,74.8167,-7.99,95,100,3.36,RU,1674858923
556,carutapera,-1.195,-46.02,23.86,93,80,1.83,BR,1674858924
557,port hardy,50.6996,-127.4199,7.1,87,75,6.69,CA,1674858925
558,olga,43.7444,135.2892,-20.32,72,10,4.58,RU,1674858926
559,steubenville,40.3698,-80.634,1.23,60,96,1.34,US,1674858927
560,la ronge,55.1001,-105.2842,-20.86,54,20,4.12,CA,1674858927
561,svetlyy,54.675,20.1347,0.03,78,93,2.0,RU,1674858928
562,los llanos de aridane,28.6585,-17.9182,14.86,77,100,6.17,ES,1674858929
563,praia da vitoria,38.7333,-27.0667,12.64,94,75,6.24,PT,1674858929
564,digora,43.1581,44.1569,-3.65,77,7,0.88,RU,1674858930
565,mandalgovi,45.7625,106.2708,-14.61,60,1,5.06,MN,1674858931
566,moissala,8.3404,17.7663,27.1,16,51,2.07,TD,1674858931
567,buhe,30.2876,112.2298,-0.07,35,4,1.1,CN,1674858932
568,vargashi,55.3556,65.8467,-9.43,91,100,4.94,RU,1674858933
569,campbell river,50.0163,-125.2446,10.21,66,40,7.2,CA,1674858933
570,phangnga,8.4509,98.5298,25.02,93,99,2.11,TH,1674858934
571,virginia beach,36.8529,-75.978,9.02,48,20,5.14,US,1674858512
572,marienburg,54.0359,19.0266,-0.06,78,81,2.19,PL,1674858935
573,alpine,32.835,-116.7664,21.32,26,0,4.12,US,1674858707
574,cocorit,27.5833,-109.9667,20.19,14,100,3.38,MX,1674858937
575,klaksvik,62.2266,-6.589,5.51,73,68,15.11,FO,1674858937
576,port hawkesbury,45.6169,-61.3485,-1.9,72,0,6.69,CA,1674858933
